O_10,O_100,O_200,O_300,O_400,O_500,N_10,N_100,N_200,N_300,N_400,N_500,P_10,P_100,P_200,P_300,P_400,P_500,Si_10,Si_100,Si_200,Si_300,Si_400,Si_500,Sal_10,Sal_100,Sal_200,Sal_300,Sal_400,Sal_500,T_10,T_100,T_200,T_300,T_400,T_500,Den_10,Den_100,Den_200,Den_500,Den_1000,Depth_27.1,Depth_27.3,Depth_27.6,Depth_27.9,MLD_Sum,MLD_Win
293.36802,288.71875,265.23232,260.02346,245.1256,232.08917,17.13747,18.99634,23.6966,26.02518,28.25155,29.94031,1.21489,1.34147,1.57998,1.72558,1.87119,1.98225,2.1408,3.13537,9.25775,15.71474,22.07179,28.78625,33.96543,34.1145,34.32577,34.32966,34.31643,34.2815,8.19743,7.97697,7.57196,6.70732,5.93286,5.06025,26.599412,26.760036,26.985947,27.324473,27.68486,257.40398,450.93742,861.1446,1411.5152,65.167,100.207
283.56784,279.61545,260.38846,255.3837,249.93104,241.41677,11.4319,13.70216,17.3051,19.11945,21.85363,24.31811,0.8422,0.97676,1.1299,1.22107,1.3856,1.53541,1.28076,1.64222,4.26802,6.91258,8.89295,12.90978,34.33622,34.52642,34.63829,34.62314,34.55388,34.48139,10.55184,9.84397,9.57008,9.13935,8.35442,7.43915,26.365683,26.677897,26.819095,27.059347,27.49015,532.81153,750.46085,1141.2661,1721.3344,39.659,80.334
270.51193,268.09113,257.57059,253.16861,248.20778,239.88113,7.11106,10.2739,12.96131,13.98164,16.45043,18.70669,0.62278,0.80592,0.91158,0.94655,1.08438,1.21851,1.56809,2.50682,3.67233,6.13289,6.13041,9.38946,34.73782,34.85765,34.9115,34.87401,34.80778,34.72613,13.41749,11.48099,11.15321,10.84302,10.39936,9.76741,26.110341,26.667721,26.778113,26.922619,27.37888,721.27952,905.44484,1280.7115,1833.5029,42.547,281.588
255.2019,256.52263,251.14035,249.18738,246.21574,239.52501,4.19283,7.59403,10.20713,11.70699,13.54954,15.25786,0.51318,0.7245,0.80773,0.87171,0.99069,1.09241,1.76636,2.89278,3.4782,5.94801,5.02065,7.66436,35.01855,35.04369,34.98464,34.94227,34.89876,34.83877,16.438,12.16755,11.52917,11.1332,10.7986,10.39424,25.706373,26.642615,26.745774,26.864565,27.3137,809.3634,997.68559,1347.4452,1896.6252,32.1,258.046
232.32271,248.56855,244.38798,242.87236,241.22487,241.01213,0.48004,2.53758,7.67538,9.28761,11.85733,14.0434,0.17152,0.35578,0.66054,0.75841,0.93552,1.09566,0.78703,1.89754,2.78552,3.29228,3.55902,4.02954,35.64031,35.45245,35.22487,34.99512,34.855,34.76666,20.0299,14.26635,12.6643,11.4188,10.56153,9.93931,25.291945,26.531898,26.736227,26.891117,27.35609,801.12941,951.61395,1253.9997,1846.9692,27.731,160.907
271.56412,246.76192,231.15533,234.26891,239.26891,231.61554,8.9685,10.87211,12.95065,15.01417,17.30303,20.22474,0.71608,0.71516,0.74142,0.78218,0.92965,1.03659,2.1358,2.91337,4.97136,4.95599,6.07625,7.75435,34.48703,34.82266,34.89305,34.84176,34.74733,34.64477,12.38093,11.53768,11.11645,10.59711,9.75691,8.82083,26.219925,26.660234,26.830619,27.040009,27.45239,549.39184,769.60737,1191.3134,1752.2039,55.357,65.333
286.39613,281.99185,257.54186,255.67235,253.61707,241.18895,14.35999,16.20198,20.62245,22.6176,25.0918,27.30134,0.93214,1.04875,1.21318,1.34695,1.50669,1.64916,1.41878,1.38181,4.77293,8.47937,11.45383,15.94515,34.12874,34.36237,34.53189,34.50845,34.46581,34.3919,9.58995,9.38444,9.20509,8.58315,7.82957,6.68903,26.417242,26.677584,26.862002,27.16594,27.56208,414.16068,635.49394,1033.4102,1618.2071,51.994,74.641
290.86045,286.1706,262.40215,259.29777,247.78791,238.28024,15.68611,17.32794,21.87874,24.27842,26.68806,28.65632,1.14187,1.25058,1.46471,1.60938,1.76535,1.89148,1.47391,1.86616,6.70653,11.61947,16.7778,22.54947,34.03656,34.176,34.38721,34.36085,34.33743,34.29521,8.58863,8.3251,8.0956,7.31836,6.49056,5.56931,26.5369,26.718794,26.916147,27.250096,27.62998,321.87583,559.35599,935.51989,1507.3696,55.222,83.65
228.88534,247.17704,239.66883,240.75968,241.39074,241.00448,0.21442,1.53107,6.62451,8.96345,11.57633,13.79855,0.13741,0.28988,0.60181,0.73011,0.90343,1.05717,0.937,2.15443,2.746,3.39314,3.70579,4.23225,35.81477,35.55661,35.30852,35.04867,34.87856,34.78267,20.6328,15.05313,13.11678,11.74821,10.69072,9.9817,25.175313,26.421984,26.697981,26.885438,27.37669,799.88775,947.37061,1241.4008,1819.6025,29.32,136.34
263.55486,264.12177,259.64933,256.42351,247.55682,238.41255,4.74585,8.48362,11.46461,11.69037,15.08191,18.20064,0.49954,0.74849,0.87706,0.86789,1.03999,1.21537,0.68894,2.12324,3.10939,3.98444,4.90455,7.67143,34.87687,34.92165,34.91915,34.89114,34.84528,34.78201,14.33073,11.69114,11.10124,10.86801,10.54143,10.11565,26.057052,26.658782,26.794763,26.896754,27.32902,775.75266,970.99058,1322.3711,1878.8502,34.581,188.977
231.20106,248.13269,243.05071,242.27646,241.26055,241.02756,0.37976,2.23457,7.37593,9.20675,11.77749,13.96343,0.16053,0.33489,0.64363,0.75096,0.92627,1.08401,0.82213,1.95079,2.7708,3.32441,3.59989,4.07938,35.69307,35.48682,35.25037,35.00982,34.86065,34.77065,20.19212,14.48607,12.78678,11.50461,10.58879,9.94593,25.259451,26.503534,26.726691,26.88966,27.36216,800.72033,950.46262,1250.6111,1841.1316,28.207,158.081
227.8643,246.60648,238.04209,239.96858,241.45402,240.88955,0.16019,1.23427,6.25246,8.79499,11.4758,13.76306,0.1273,0.26965,0.5803,0.71714,0.8921,1.04658,1.00747,2.25548,2.75287,3.41598,3.76508,4.3544,35.86138,35.59133,35.34051,35.0703,34.88959,34.78777,20.92805,15.37681,13.28807,11.87383,10.75271,10.00358,25.120073,26.375066,26.680984,26.882704,27.3838,799.62334,943.60697,1230.9647,1806.1113,29.709,110.517
222.20618,237.49666,235.58015,242.61267,241.7069,240.79107,0.31855,0.68651,4.05621,8.77539,12.16799,14.73196,0.16897,0.30789,0.44667,0.69758,0.90544,1.06744,2.56378,2.05384,2.1248,2.69049,3.10003,4.32975,35.83385,35.60893,35.30572,34.99419,34.78017,34.67831,20.06802,16.37851,13.44773,11.2018,9.83894,9.20428,25.374362,26.21197,26.624187,26.933705,27.45869,721.3149,864.35976,1149.3865,1731.2313,40.895,74.629
221.65109,240.25894,234.72304,243.58775,242.9371,241.5491,0.32837,0.76048,4.08194,8.71738,11.42165,13.89925,0.18238,0.32461,0.42334,0.6822,0.8716,1.0289,2.73754,2.35723,2.43082,3.034,3.18086,4.51033,35.85369,35.58865,35.29253,34.99152,34.78148,34.68726,19.93765,16.05768,13.12869,11.20683,9.95043,9.31948,25.436671,26.261896,26.648361,26.927249,27.44255,737.23975,878.64652,1162.2586,1749.0006,42.205,94.422
221.7319,239.94664,234.80184,243.54078,242.81801,241.50083,0.3281,0.75368,4.07533,8.73907,11.50901,13.99141,0.18113,0.32364,0.42547,0.6824,0.87455,1.03313,2.71555,2.31704,2.39198,2.98862,3.15991,4.48399,35.85122,35.59027,35.29456,34.99183,34.78171,34.68641,19.94777,16.09839,13.16642,11.20487,9.93898,9.3074,25.431493,26.256784,26.646065,26.927849,27.44378,735.63971,877.23023,1161.0549,1747.9038,42.107,90.865
241.48586,242.1592,240.88868,245.25317,239.1325,235.2689,0.68012,3.49883,6.84751,9.13661,10.53132,12.19904,0.25905,0.54752,0.64043,0.77336,0.85895,1.02237,2.89356,4.2567,4.76274,5.05791,5.09552,6.1559,35.30411,35.21841,35.13279,35.08552,35.01153,34.9289,19.27293,13.49355,12.5681,12.08894,11.60416,11.04823,25.237322,26.532658,26.66037,26.808092,27.28518,849.88668,1000.0135,1349.932,1887.4453,19.637,111.458
271.52834,246.74415,231.16743,234.29356,239.26995,231.62359,8.95171,10.85959,12.93406,14.99334,17.27924,20.19835,0.71497,0.71482,0.74095,0.78159,0.92893,1.03572,2.13655,2.91699,4.96829,4.95162,6.06416,7.73741,34.48901,34.82482,34.89483,34.84294,34.74852,34.64587,12.3904,11.54777,11.1274,10.60461,9.76587,8.83033,26.219395,26.659998,26.830039,27.039104,27.45188,550.3783,770.41878,1191.9017,1752.7985,55.357,65.406
259.5711,250.12167,243.81478,243.07649,240.99214,234.3638,5.21302,7.91857,10.22606,12.2733,13.62288,15.02116,0.4829,0.67172,0.72841,0.80384,0.90869,1.00573,2.97305,4.10629,4.5635,7.05769,5.75612,8.05057,34.98255,35.03756,35.01649,34.95835,34.88974,34.82208,15.40248,12.22468,11.63832,11.25252,10.85874,10.40157,25.843438,26.644775,26.732773,26.854954,27.32932,791.0643,972.02564,1342.2005,1893.0703,35.505,285.148
288.07165,284.00076,273.93156,259.33883,242.43109,232.83136,12.87874,14.50795,18.22702,19.90783,23.18552,26.40763,1.03118,1.14994,1.30375,1.42264,1.61341,1.79826,1.53148,1.77924,5.13365,7.75718,13.54374,23.31666,34.09785,34.20167,34.31434,34.30787,34.33003,34.30691,8.83965,7.83208,7.14986,6.53945,5.90766,5.1906,26.524339,26.752305,26.940854,27.218007,27.59076,351.2793,597.18495,996.0305,1599.3072,74.631,134.868
283.67159,279.87666,275.80129,257.59956,247.75811,223.91665,12.74016,13.54768,21.05518,22.40532,19.91067,22.85145,0.99672,1.15346,1.46853,1.59364,1.52044,1.65547,1.65201,3.68941,6.34851,9.46368,16.67885,31.51597,34.10717,34.20344,34.30847,34.29022,34.31043,34.31076,8.36203,7.4748,6.70987,6.15472,5.58248,4.96165,26.649516,26.884042,27.092611,27.299734,27.61984,239.99162,501.2326,940.88047,1558.0905,74.114,242.578
342.41397,320.65889,305.07834,259.37673,256.22296,222.91672,26.65906,29.91363,30.16234,30.52114,30.98903,31.37352,1.72064,1.92401,2.0156,2.07383,2.09177,2.17557,52.7417,63.61441,67.7847,75.3924,85.81941,89.68363,33.66358,34.23389,34.31078,34.38736,34.52119,34.57887,-1.06409,-1.75593,-1.55743,-1.28345,-0.38606,-0.06398,27.261522,27.835142,27.891491,28.058449,28.23629,-15.24549,13.80306,43.24481,189.90177,5.466,2.419
341.96817,315.33834,297.76617,253.58209,250.72078,221.11737,26.64873,30.04161,30.30809,30.65706,30.98879,31.31994,1.72282,1.94109,2.03064,2.08286,2.09485,2.17653,51.96007,63.60791,68.56502,75.81152,85.47841,89.90727,33.66292,34.23836,34.33464,34.41198,34.55266,34.61195,-0.92708,-1.74264,-1.42345,-1.15049,-0.18584,0.16516,27.263238,27.841746,27.901886,28.084689,28.23167,-15.03795,13.19202,43.69542,178.46531,6.208,2.553
343.76482,289.38881,238.26847,216.69338,211.6978,209.01136,25.85692,30.22812,31.54037,31.65135,31.60982,31.68822,1.80014,2.08926,2.22856,2.199,2.18103,2.17912,53.98701,70.32715,80.62981,88.2435,91.83975,95.59399,33.8819,34.3637,34.54699,34.65107,34.67703,34.68671,0.28434,-1.10264,0.14565,0.86226,1.01998,0.98111,27.350537,27.892926,28.021223,28.107624,28.19861,-17.27407,0.6881,40.87758,97.81877,14.893,
342.88949,297.33577,220.18501,208.57012,204.6868,204.2589,25.8536,30.19942,32.02069,31.74759,31.76228,31.79136,1.78468,2.07437,2.25755,2.22926,2.21295,2.20164,53.44702,69.40077,86.38376,91.57302,95.77993,98.96214,33.8493,34.35857,34.59143,34.66184,34.68496,34.69449,0.63474,-1.25693,0.49533,1.00042,1.07062,1.05278,27.334209,27.88445,28.02155,28.100812,28.19217,-24.36879,2.25253,42.99151,98.95634,17.077,
344.38194,292.76666,257.60475,224.90592,219.39667,211.20768,25.56811,29.79644,30.87193,31.61149,31.39918,31.63321,1.78453,2.10387,2.20704,2.18472,2.16377,2.16337,51.67075,67.39255,73.00242,84.14103,86.90538,92.60488,33.84871,34.34795,34.50121,34.63689,34.67286,34.68934,-0.00002,-0.9097,0.00211,0.70004,1.00504,1.05868,27.278859,27.855548,27.971643,28.105217,28.19491,-7.46665,10.00543,47.99289,135.90563,9.828,
345.60731,303.92989,232.90463,217.45725,208.66982,208.03428,25.63298,30.22616,31.87064,31.78502,31.7962,31.72936,1.83508,2.12559,2.25324,2.21772,2.19996,2.19429,55.43367,67.89824,85.17871,90.89537,96.0494,99.61711,33.81944,34.38155,34.59028,34.65873,34.68485,34.69225,0.32973,-1.38623,0.228,0.80193,0.96382,0.96696,27.345975,27.896712,28.034876,28.118316,28.19663,-20.10963,1.63345,39.2499,91.71025,14.346,
223.31273,199.41123,211.82323,208.91615,211.09878,208.99265,1.62581,9.12931,7.17684,9.85849,14.42405,14.28287,0.30059,0.81065,0.56027,0.62267,0.77487,0.89092,4.56612,7.22971,5.79761,8.16439,9.39039,9.62128,35.44337,35.31443,35.24232,35.21164,35.1224,34.97956,22.43556,16.46497,14.12001,13.36707,12.25229,10.94885,24.618371,26.05635,26.282925,26.803368,27.37879,724.50281,913.73078,1280.8346,1767.4704,21.451,
240.96416,225.57046,225.13214,224.57333,224.28295,213.84581,2.66949,7.59539,9.88981,12.46219,16.20948,17.31961,0.31462,0.53174,0.81031,0.93526,1.15153,1.24447,3.04642,5.28594,7.07192,7.10232,9.55884,13.56519,35.31051,35.09551,34.9402,34.78501,34.68239,34.58673,17.431,13.75314,11.84076,10.26733,9.07268,7.54003,25.573016,26.25249,26.590184,27.123675,27.54017,473.66439,662.65874,1079.1775,1693.2699,31.699,
256.93887,237.87292,235.51678,231.70125,227.13711,217.5464,5.34207,9.97608,12.42544,15.30729,18.72128,20.7972,0.45383,0.72274,0.96146,1.09334,1.29929,1.47805,2.33972,4.73103,6.81755,7.88331,11.08091,15.2205,35.16869,35.00914,34.83873,34.69528,34.60437,34.50742,15.67144,12.60402,10.91258,9.31991,8.22806,6.97977,25.926747,26.525866,26.760438,27.185489,27.56913,406.77863,614.45356,1035.6295,1654.7625,38.879,
270.82635,255.41051,254.78193,238.13225,228.30061,227.17539,8.97124,11.93166,15.02035,18.37286,21.72022,24.79807,0.68948,0.91793,1.13942,1.24005,1.43598,1.64002,1.57871,3.61113,5.98833,8.1224,12.02874,16.2228,34.55606,34.69866,34.59303,34.51498,34.43978,34.38178,12.50763,10.22362,8.87993,7.97425,6.77642,5.85009,26.185569,26.680785,26.879937,27.236221,27.59094,341.99625,566.6821,1003.0075,1612.7234,38.089,
282.91328,280.81229,275.35617,245.8521,236.14089,236.89397,13.14838,16.54284,18.53322,22.43198,25.05501,27.50754,0.9627,1.10931,1.34258,1.45893,1.61811,1.77944,0.71325,3.00681,7.27366,10.24741,15.77013,19.98304,34.00249,34.11416,34.18326,34.30945,34.27093,34.2388,9.70495,7.4592,6.37234,6.09162,5.19589,4.39903,26.330464,26.741048,26.966821,27.311755,27.65515,277.76046,469.68229,907.04115,1516.1278,31.773,
287.59493,289.79294,279.25112,249.19274,239.17906,238.44631,14.66242,18.22272,20.00285,23.71719,25.99901,28.16507,1.04931,1.18245,1.42419,1.56061,1.69369,1.84564,0.80105,3.08345,8.30554,11.86497,18.13872,22.33524,33.90127,33.96907,34.08953,34.23281,34.23112,34.22128,8.75255,6.74449,5.64923,5.45518,4.69875,4.0578,26.38362,26.759787,27.004097,27.348846,27.68709,253.18831,425.50771,859.07822,1461.6747,42.237,
